article_id,article_title,section_id,section_title,article_section
1834,"Diabetes diet - gestational",4932260,_INTRO_,"<p>Gestational diabetes is high blood sugar (glucose) that starts or is first diagnosed during pregnancy. </p><p>Eating a balanced diet is an important part of any pregnancy. Diet is even more important if you have diabetes. </p><p>This article discusses the diet recommendations for women with gestational diabetes who do NOT take insulin.</p>"
1834,"Diabetes diet - gestational",4932261,Recommendations,"<p>The best way to improve your diet is by eating a variety of healthy foods. </p><p>You should learn how to read food labels, and consult them when making food decisions. </p><p>Talk to your doctor or dietitian if you are a vegetarian or on some other special diet.</p><p>In general, your diet should be: </p><ul><li>Moderate in fat and protein</li><li>Provide controlled levels of carbohydrates through foods including fruits, vegetables, and complex carbohydrates (such as bread, cereal, pasta, and rice)</li><li>Lower in foods that have a lot of sugar, such as soft drinks, fruit juices, and pastries</li></ul><p>You will be asked to eat three small- to moderate- sized meals and one or more snacks each day. Do not skip meals and snacks. Keep the amount and types of food (carbohydrates, fats, and proteins) the same from day to day.</p><p>CARBOHYDRATES</p><ul><li>Carbohydrates should make up less than half of the calories you eat.</li><li>Most carbohydrates are found in starchy or sugary foods, such as bread, rice, pasta, cereal, potatoes, peas, corn, fruit, fruit juice, milk, yogurt, cookies, candy, soda, and other sweets.</li><li>High-fiber, whole-grain carbohydrates are healthier choices.</li><li>Vegetables (such as carrots, broccoli, and spinach) add much more to your health than to your blood sugar. Enjoy lots of them.</li><li>Carbohydrates in food are measured in grams. You can learn to count the carbohydrates in the foods that you like and that you eat.</li></ul><p>GRAINS, BEANS, AND STARTCHY VEGETABLES</p><ul><li>Eat 6 or more servings a day: one serving equals 1 slice bread, 1 ounce ready-to-eat cereal, 1/2 cup cooked rice or pasta, or 1 English muffin.</li><li>Foods like bread, grains, beans, rice, pasta, and starchy vegetables are loaded with vitamins, minerals, fiber, and healthy carbohydrates.</li><li>Choosecarbohydrate sources with plenty of fiber. Eat whole-grain foods such as whole-grain bread or crackers, tortillas, bran cereal, brown rice, or beans. Use whole-wheat or other whole-grain flours in cooking and baking.</li><li>Eat more low-fat breads, such as tortillas, English muffins, and pita bread.</li></ul><p>VEGETABLES</p><ul><li>Eat 3 - 5 servings a day: one serving equals 1 cup leafy, green vegetables; 1 cup cooked or chopped raw leafy vegetables; 3/4 cup vegetable juice; or 1/2 cup of chopped vegetables, cooked or raw.</li><li>Choose fresh or frozen vegetables without added sauces, fats, or salt. You should opt for more dark green and deep yellow vegetables, such as spinach, broccoli, romaine, carrots, and peppers.</li></ul><p>FRUITS</p><ul><li>Eat 2 - 4 servings a day: one serving equals 1 medium whole fruit (such as a banana, apple, or orange); 1/2 cup chopped, frozen, cooked, or canned fruit; or 3/4 cup fruit juice.</li><li>Choose whole fruits more often than juices. They have more fiber. Citrus fruits, such as oranges, grapefruits, and tangerines, are best. Opt for fruit juices without added sweeteners or syrups.</li><li>Choose fresh fruits and juices, which retain more of their nutritional value than frozen or canned varieties.</li></ul><p>MILK AND DAIRY</p><ul><li>Eat 4 servings a day: one serving equals 1 cup milk or yogurt, 1 1/2 oz. natural cheese, or 2 oz. processed cheese.</li><li>Choose low-fat or nonfat milk or yogurt. Yogurt has natural sugar in it, but avoid yogurt with added sugar or artificial sweeteners.</li><li>Dairy products are a great source of protein, calcium, and phosphorus (to keep calories and cholesterol in check, though, choose low-fat dairy products).</li></ul><p>PROTEIN (MEAT, FISH, DRY BEANS, EGGS, AND NUTS)</p><ul><li>Eat 2 - 3 servings a day: one serving equals 2-3 oz. cooked meat, poultry, or fish; 1/2 cup cooked beans; 1 egg; or 2 tablespoons peanut butter</li><li>Choose fish and poultry more often. Remove the skin from chicken and turkey. Select lean cuts of beef, veal, pork or wild game.</li><li>Trim all visible fat from meat. Bake, roast, broil, grill, or boil instead of frying.</li><li>Foods from this group are excellent sources of B vitamins, protein, iron, and zinc.</li></ul><p>SWEETS</p><ul><li>Sweets are high in fat and sugar, so keep portion sizes small.</li><li>Eat sweets that are sugar-free.</li><li>Ask for extra spoons and forks and split your dessert with others.</li></ul><p>FATS</p><ul><li>Go easy on butter, margarine, salad dressing, cooking oil, and desserts. But don't cut fats and oils from your diet entirely. They provide long-term energy for growth and are essential for brain development.</li><li>In general, you should limit your intake of fatty foods, especially those high in saturated fat such as hamburger, cheese, bacon, and butter.</li></ul><p>OTHER LIFESTYLE CHANGES</p><p>Your doctor may also suggest a safe exercise plan. Walking is usually the easiest type of exercise, but swimming or other low-impact exercises can work just as well. Exercise is an important way to keep blood sugar in control.</p>"
1834,"Diabetes diet - gestational",4932262,"Alternative Names","<p>Gestational diabetes diet</p>"
1834,"Diabetes diet - gestational",4932263,References,"<p>American Diabetes Association. Standards of medical care in diabetes -- 2012. <em>Diabetes Care</em>. 200 Jan;25 Suppl 1:S11-63.  </p><p>American Diabetes Association. Nutrition recommendations and interventions for diabetes: a position statement of the American Diabetes Association. <em>Diabetes Care</em>. 2008;31:S61-S78.  </p><p>Cunningham FG, Leveno KJ, Bloom SL, et al. Diabetes. In: Cunningham FG, Leveno KL, Bloom SL, et al, eds. <em>Williams Obstetrics.</em> 23rd ed. New York, NY: McGraw-Hill; 2010:chap 52.  </p><p>Serlin DC, Lash RW. Diagnosis and management of gestational diabetes mellitus. <em>Am Fam Physician</em>. 2009 Jul 1;80(1):57-62.   </p><p>Benjamin TD, Pridijan G. Update on gestational diabetes. <em>Obstetrics and Gynecology Clinics</em>. 2010 June;27(2):255-267.  </p>"
1835,"Gestational diabetes",4932264,_INTRO_,"<p>Gestational diabetes is high blood sugar (diabetes) that starts or is first diagnosed during pregnancy.</p>"
1835,"Gestational diabetes",4932265,Causes,"<p>Pregnancy hormones can block insulin from doing its job. When this happens, glucose levels may increase in a pregnant woman's blood.</p><p>You are at greater risk for gestational diabetes if you:</p><ul><li>Are older than 25 when you are pregnant</li><li>Have a family history of diabetes</li><li>Gave birth to a baby that weighed more than 9 pounds or had a birth defect</li><li>Have high blood pressure</li><li>Have too much amniotic fluid</li><li>Have had an unexplained miscarriage or stillbirth</li><li>Were overweight before your pregnancy</li></ul>"
1835,"Gestational diabetes",4932266,Symptoms,"<p>Usually there are no symptoms, or the symptoms are mild and not life threatening to the pregnant woman. The blood sugar (glucose) level usually returns to normal after delivery.</p><p>Symptoms may include:</p><ul><li>Blurred vision</li><li>Fatigue</li><li>Frequent infections, including those of the bladder, vagina, and skin</li><li>Increased thirst</li><li>Increased urination</li><li>Nausea and vomiting</li><li>Weight loss despite increased appetite</li></ul>"
1835,"Gestational diabetes",4932267,"Exams and Tests","<p>Gestational diabetes usually starts halfway through the pregnancy. All pregnant women should receive an oral glucose tolerance test between the 24th and 28th week of pregnancy to screen for the condition. Women who have risk factors for gestational diabetes may have this test earlier in the pregnancy.</p><p>Once you are diagnosed with gestational diabetes, you can see how well you are doing by testing your glucose level at home. The most common way involves pricking your finger and putting a drop of your blood on a machine that will give you a glucose reading.</p>"
1835,"Gestational diabetes",4932268,Treatment,"<p>The goals of treatment are to keep blood sugar (glucose) levels within normal limits during the pregnancy, and to make sure that the growing baby is healthy.</p><p>WATCHING YOUR BABY</p><p>Your health care provider should closely check both you and your baby throughout the pregnancy. Fetal monitoring will check the size and health of the fetus.</p><p>A nonstress test is a very simple, painless test for you and your baby. </p><ul><li>A machine that hears and displays your baby's heartbeat (electronic fetal monitor) is placed on your abdomen. </li><li>Your health care provider can compare the pattern of your baby's heartbeat to movements and find out whether the baby is doing well. </li></ul><p>DIET AND EXERCISE</p><p>The best way to improve your diet is by eating a variety of healthy foods. You should learn how to read food labels, and check them when making food decisions. Talk to your doctor or dietitian if you are a vegetarian or on some other special diet.</p><p>In general, when you have gestational diabetes your diet should: </p><ul><li>Be moderate in fat and protein</li><li>Provide your carbohydrates through foods that include fruits, vegetables, and complex carbohydrates (such as bread, cereal, pasta, and rice) </li><li>Be low in foods that contain a lot of sugar, such as soft drinks, fruit juices, and pastries</li></ul><p>If managing your diet does not control blood sugar (glucose) levels, you may be prescribed diabetes medicine by mouth or insulin therapy. </p><p>Most women who develop gestational diabetes will not need diabetes medicines or insulin, but some will.</p>"
1835,"Gestational diabetes",4932269,"Outlook (Prognosis)","<p>Most women with gestational diabetes are able to control their blood sugar and avoid harm to themselves or their baby.</p><p>Pregnant women with gestational diabetes tend to have larger babies at birth. This can increase the chance of problems at the time of delivery, including:</p><ul><li>Birth injury (trauma) because of the baby's large size</li><li>Delivery by c-section</li></ul><p>Your baby is more likely to have periods of low blood sugar (hypoglycemia) during the first few days of life.</p><p>Mothers with gestational diabetes have an increased risk for high blood pressure during pregnancy.</p><p>There is a slightly increased risk of the baby dying when the mother has untreated gestational diabetes. Controlling blood sugar levels reduces this risk.</p><p>High blood sugar (glucose) levels often go back to normal after delivery. However, women with gestational diabetes should be watched closely after giving birth and at regular doctor's appointments to screen for signs of diabetes. Many women with gestational diabetes develop diabetes within 5 - 10 years after delivery.</p>"
1835,"Gestational diabetes",4932270,"When to Contact a Medical Professional","<p>Call your health care provider if you are pregnant and you have symptoms of diabetes.</p>"
1835,"Gestational diabetes",4932271,Prevention,"<p>Beginning prenatal care early and having regular prenatal visits helps improve your health and the health of your baby. Having prenatal screening at 24 - 28 weeks into the pregnancy will help detect gestational diabetes early.</p><p>If you are overweight, decreasing your body mass index (BMI) to a normal range before you get pregnant will decrease your risk of developing gestational diabetes.</p>"
1835,"Gestational diabetes",4932272,"Alternative Names","<p>Glucose intolerance during pregnancy</p>"
1835,"Gestational diabetes",4932273,References,"<p>Screening for gestational diabetes mellitus: Recommendation statement. Rockville, MD. US Preventive Services Task Force. <em>Ann Intern Med</em>. 2008; 148:759-765.  </p><p>Serlin DC, Lash RW. Diagnosis and management of gestational diabetes mellitus. <em>Am Fam Physician</em>. 2009 Jul 1;80(1):57-62.  </p><p>American Diabetes Association. Nutrition recommendations and interventions for diabetes: a position statement of the American Diabetes Association. <em>Diabetes Care</em>. 2008;31:S61-S78. </p><p>Benjamin TD, Pridijan G. Update on gestational diabetes. <em>Obstetrics and Gynecology Clinics</em>. 2010 June;27(2):255-267. </p>"
1839,"Diabetes Complications",4932304,_INTRO_,"<p>If you have diabetes, your blood glucose, or blood sugar, levels are too high. Over time, this can cause problems with other body functions, such as your kidneys, nerves, feet, and eyes. Having diabetes can also put you at a higher risk for heart disease and bone and joint disorders.  Other long-term complications of diabetes include skin problems, digestive problems, sexual dysfunction, and problems with your teeth and gums.  </p><p>Very high or very low blood sugar levels can also lead to emergencies in people with diabetes. The cause can be an underlying infection, certain medicines, or even the medicines you take to control your diabetes. If you feel nauseated, sluggish or shaky, seek emergency care.</p><p>NIH: National Institute of Diabetes and Digestive and Kidney Diseases</p>"
1846,"Diabetes in Children and Teens",4932367,_INTRO_,"<p>Until recently, the common type of diabetes in children and teens was type 1. It was called juvenile diabetes. With Type 1 diabetes, the pancreas does not make insulin. Insulin is a hormone that helps glucose,or sugar, get into your cells to give them energy. Without insulin, too much sugar stays in the blood.</p><p>But now younger people are also getting type 2 diabetes.  Type 2 diabetes used to be called adult-onset diabetes. But now it is becoming more common in children and teens, due to more obesity. With Type 2 diabetes, the body does not make or use insulin well.</p><p>Children have a higher risk of type 2 diabetes if they are obese, have a family history of diabetes, or are not active, and do not eat well.  To lower the risk of type 2 diabetes in children</p><ul><li>Have them maintain a healthy weight</li><li>Be sure they are physically active</li><li>Have them eat smaller portions of healthy foods</li><li>Limit time with the TV, computer, and video</li></ul><p>Children and teens with type 1 diabetes may need to take insulin. Type 2 diabetes may be  controlled with diet and exercise. If not, patients will need to take oral diabetes medicines or insulin.</p>"
1847,Diabetes,4932368,_INTRO_,"<p>Diabetes is usually a lifelong (chronic) disease in which thereis ahigh level of sugar in the blood.</p>"
1847,Diabetes,4932369,Causes,"<p>Insulin is a hormone produced by the pancreas to control blood sugar. Diabetes can be caused by too little insulin, resistance to insulin, or both.</p><p>To understand diabetes, it is important to first understand the normal process by which food is broken down and used by the body for energy. Several things happen when food is digested:</p><ul><li>A sugar called glucose enters the bloodstream. Glucose is a source of fuel for the body.</li><li>An organ called the pancreas makes insulin. The role of insulin is to move glucose from the bloodstream into muscle, fat, and liver cells, where it can be used as fuel. </li></ul><p>People with diabetes have high blood sugar because their body cannot move sugar into fat, liver, and muscle cells to be stored for energy. This is because either:</p><ul><li>Their pancreas does not make enough insulin</li><li>Their cells do not respond to insulin normally</li><li>Both of the above</li></ul><p>There aretwo major types of diabetes. The causes and risk factors are different for each type:</p><ul><li>Type 1 diabetes can occur at any age, but it is most often diagnosed in children, teens, or young adults. In this disease, the body makes little or no insulin. Daily injections of insulin are needed. The exact cause is unknown.</li><li>Type 2 diabetes makes up most diabetes cases. It most often occurs in adulthood.But because of high obesity rates, teens and young adults are now being diagnosed with it. Many people with type 2 diabetes do not know they have it.</li><li>There are other causes of diabetes, and some patients cannot be classified as type 1 or type 2. </li></ul><p>Gestational diabetes is high blood sugar that develops at any time during pregnancy in a woman who does not have diabetes.</p><p>Diabetes affects more than 20 million Americans. Over 40 million Americans have pre-diabetes (which oftendevelops beforetype 2 diabetes). If your parent, brother or sister has diabetes, you may be more likely to develop diabetes.</p>"
1847,Diabetes,4932370,Symptoms,"<p>High blood sugar level can cause several symptoms, including:</p><ul><li>Blurry vision</li><li>Excess thirst</li><li>Fatigue</li><li>Hunger</li><li>Urinating often</li><li>Weight loss</li></ul><p>Because type 2 diabetes develops slowly, some people with high blood sugar have no symptoms.</p><p>Symptoms of type 1 diabetes develop over a short period. People may be very sick by the time they are diagnosed.</p><p>After many years, diabetes can lead to other serious problems. These problems are known as diabetes complications and include:</p><ul><li>Eye problems, including trouble seeing (especially at night), light sensitivity, blindness in the future</li><li>Painful sores and infections of the leg or foot, which if left untreated, leads to removal of the foot or leg </li><li>Nerves in the body can become damaged, causing pain, tingling, and a loss of feeling, problems digesting food, erectile dysfunction</li><li>Kidney problems, which can lead to kidney failure</li><li>Weakened immune system, which can lead to more frequent infections</li><li>Increased chance of having a heart attackor stroke</li></ul>"
1847,Diabetes,4932371,"Exams and Tests","<p>A urine analysis may show high blood sugar. But a urine test alone does not diagnose diabetes.</p><p>Your health care provider may suspect that you have diabetes if your blood sugar level is higher than 200 mg/dL. To confirm the diagnosis, one or more of the following tests must be done.</p><p>Blood tests:</p><ul><li>Fasting blood glucose level -- diabetes is diagnosed if it is higher than 126 mg/dL twice. Levels between 100 and 126 mg/dL are called impaired fasting glucose or pre-diabetes. These levels are risk factors for type 2 diabetes.</li><li>Hemoglobin A1c test -- <ul><li>Normal: Less than 5.7%</li><li>Pre-diabetes: 5.7% - 6.4%</li><li>Diabetes: 6.5% or higher</li></ul></li><li>Oral glucose tolerance test -- diabetes is diagnosed if glucose level is higher than 200 mg/dL 2 hoursafter drinking a glucose drink. (This test is used more often for type 2 diabetes.)</li></ul><p>Screening for type 2 diabetes in people who have no symptoms is recommended for:</p><ul><li>Overweight children who have other risk factors for diabetes, starting at age 10 and repeated every 2 years</li><li>Overweight adults (BMI greater than 25) who have other risk factors</li><li>Adults over age 45, repeated every 3 years</li></ul>"
1847,Diabetes,4932372,Treatment,"<p>Withtype 2 diabetes,the disease may be reversed with lifestyle changes, especially losing weight through exercising and eating healthier foods. Also, some cases of type 2 diabetes can be improved with weight-loss surgery.</p><p>There is no cure for type 1 diabetes. </p><p>Treating both type 1 diabetes and type 2 diabetes involves medicines, diet, and exercise to control blood sugar level.</p><p>Getting better control over your blood sugar, cholesterol, and blood pressure levels helps reduce the risk of kidney disease, eye disease, nervous system disease, heart attack, and stroke.</p><p>To prevent diabetes complications, visit your health care provider at least two to four times a year. Talk about any problems you are having. Follow your health care provider's instructions on managing your diabetes.</p>"
1847,Diabetes,4932373,"Support Groups","<p>American Diabetes Association|www.diabetes.org</p>"
1847,Diabetes,4932374,Prevention,"<p>Keeping an ideal body weight and an active lifestyle may prevent type 2 diabetes.</p><p>Type 1 diabetes cannot be prevented.</p>"
1847,Diabetes,4932375,References,"<p>Alemzadeh R, Ali O. Diabetes mellitus. In: Kliegman RM, ed. <em>Kliegman: Nelson Textbook of Pediatrics</em>. 19th ed. Philadelphia, Pa.: Elsevier Saunders; 2011:chap 583.</p><p>Amorosa LF, Lee EJ, Swee DE. Diabetes mellitus. In: Rakel RE, Rakel DP, eds. <em>Textbook of Family Medicine</em>. 8th ed. Philadelphia, Pa.: Elsevier Saunders; 2011:chap 34.</p><p>American Diabetes Association. Standards of medical care in diabetes -- 2013. <em>Diabetes Care</em>. 2013; Jan;33 Suppl 1:S11-S61.</p><p>Eisenbarth GS, Polonsky KS, Buse JB. Type 1 Diabetes Mellitus. In: Kronenberg HM, Melmed S, Polonsky KS, Larsen PR. <em>Kronenberg: Williams Textbook of Endocrinology</em>. 11th ed. Philadelphia, Pa: Saunders Elsevier; 2008:chap 31.</p>"
1848,"Diabetes type 2 - meal planning",4932376,_INTRO_,"<p>When you have type 2 diabetes, taking time to plan your meals goes a long way toward controlling your blood sugar and weight.</p>"
